empno,ename,sal,job,doj,deptno,manager_id,bonus
939,Employee_939,18303,Engineer,2023-05-16,9,699,1259
940,Employee_940,15864,Assistant,2022-09-14,2,251,2511
941,Employee_941,25824,Analyst,2021-11-27,7,503,4852
942,Employee_942,11509,Manager,2021-10-21,5,250,3410
943,Employee_943,44376,Manager,2023-04-06,8,383,4696
944,Employee_944,22093,Manager,2023-05-17,5,505,1108
945,Employee_945,45609,Manager,2021-09-29,5,523,3991
946,Employee_946,35290,Analyst,2020-01-07,7,91,1941
947,Employee_947,22821,Analyst,2023-03-20,2,514,3710
948,Employee_948,27081,Analyst,2022-04-15,6,677,4774
949,Employee_949,23800,Engineer,2019-07-19,5,411,1833
950,Employee_950,31057,Engineer,2020-09-19,4,682,1006
951,Employee_951,22584,Engineer,2020-08-22,10,863,3091
952,Employee_952,10809,Analyst,2023-01-30,5,743,2607
953,Employee_953,45825,Engineer,2023-04-02,6,852,4158
954,Employee_954,43050,Manager,2021-12-28,8,623,2435
955,Employee_955,33909,Analyst,2019-10-16,8,946,1636
956,Employee_956,33832,Assistant,2022-05-16,7,396,2410
957,Employee_957,25866,Manager,2022-01-21,6,241,3449
958,Employee_958,29076,Analyst,2020-01-17,7,103,2192
959,Employee_959,40947,Analyst,2021-10-22,6,202,4359
960,Employee_960,46244,Manager,2022-09-14,2,968,2970
961,Employee_961,13419,Analyst,2022-05-19,2,158,3482
962,Employee_962,39199,Assistant,2022-07-13,10,183,4519
963,Employee_963,29504,Engineer,2020-08-12,1,528,2159
964,Employee_964,36809,Manager,2019-12-25,8,690,1131
965,Employee_965,43507,Analyst,2021-02-25,2,35,1374
966,Employee_966,15007,Assistant,2023-04-24,8,338,2324
967,Employee_967,44943,Manager,2020-11-07,10,883,3368
968,Employee_968,48969,Manager,2021-12-14,9,670,3370
969,Employee_969,12019,Analyst,2020-12-13,3,866,3721
970,Employee_970,15546,Manager,2021-05-22,1,576,2481
971,Employee_971,14038,Assistant,2022-08-04,10,824,3238
972,Employee_972,33951,Assistant,2022-08-24,3,960,4414
973,Employee_973,44478,Analyst,2020-03-06,3,379,4911
974,Employee_974,20568,Manager,2021-09-22,10,369,2807
975,Employee_975,15884,Assistant,2020-09-01,3,170,2280
976,Employee_976,16087,Engineer,2022-08-20,4,422,2955
977,Employee_977,32380,Assistant,2022-02-13,9,789,3141
978,Employee_978,23345,Engineer,2021-06-03,3,69,2772
979,Employee_979,28276,Assistant,2022-09-24,2,264,2497
980,Employee_980,29004,Assistant,2020-02-13,8,649,3386
981,Employee_981,23273,Engineer,2020-07-29,4,381,1906
982,Employee_982,22299,Analyst,2021-01-13,5,434,2932
983,Employee_983,32127,Manager,2021-09-30,8,600,2779
984,Employee_984,31162,Assistant,2022-06-30,2,635,4619
985,Employee_985,31700,Manager,2019-11-19,8,374,1265
986,Employee_986,19228,Manager,2020-02-17,5,662,2856
987,Employee_987,16168,Manager,2021-11-22,9,189,1389
988,Employee_988,20994,Analyst,2021-07-04,7,551,4298
989,Employee_989,33430,Analyst,2022-06-21,1,103,4424
990,Employee_990,28681,Manager,2021-02-07,4,277,4021
991,Employee_991,15482,Assistant,2020-07-25,5,805,1287
992,Employee_992,34644,Engineer,2021-07-09,1,228,4783
993,Employee_993,19742,Analyst,2020-04-28,3,119,1364
994,Employee_994,45594,Assistant,2022-05-23,3,512,1670
995,Employee_995,18316,Manager,2020-06-14,3,893,2723
996,Employee_996,36661,Assistant,2023-01-28,2,169,3854
997,Employee_997,30205,Engineer,2022-05-18,5,712,4279
998,Employee_998,36590,Analyst,2021-07-06,7,604,4432
999,Employee_999,43193,Assistant,2021-02-09,2,649,4648
1000,Employee_1000,13072,Manager,2020-05-14,6,746,1233
